id,place,duration,title,date
ZJZWJ-JDbXU,Borobudur temple compounds,507,BOROBUDUR TEMPLE DRONE - KEINDAHAN CANDI BOROBUDUR - SEVEN WONDERS | BINGKAI DESA,20201107
PLHd_2FoKkc,Borobudur temple compounds,569,"Borobudur, Indonesia | World's largest Buddhist temple",20200704
i6PntqtbuIc,Borobudur temple compounds,366,Sejarah Asal Mula Candi Borobudur,20170311
7hzJW52orYk,Borobudur temple compounds,679,Wonders Sacred & Mysterious - Borobudur,20160515
Lv_GojoT1v4,Borobudur temple compounds,389,"BOROBUDUR, HENING DALAM KEAGUNGAN",20201112
MhifUwbQj6o,Prambanan temple compounds,237,"Prambanan, Java, Indonesia in 4K (Ultra HD)",20160811
N7-gniIB0Ls,Borobudur temple compounds,189,Borobudur Temple - Where History Lives Forever | Wonderful Indonesia,20190512
d170pekQgQI,Prambanan temple compounds,136,Prambanan Temple in Wonderful Indonesia,20170618
JEsT4KnXrX4,Borobudur temple compounds,615,Bali Indonesia 4K Ultra HD Film,20170616
nejukulONSQ,Prambanan temple compounds,288,"Bromo-Tengger-Semeru National Park, Indonesia in 4K (Ultra HD)",20160630
kom6QN2aQcs,Borobudur temple compounds,48,Borobudur 4k,20200810
pbkp48fOcHA,Borobudur temple compounds,320,Borobudur - Paths to Enlightenment,20130320
xiEaouxbW_M,Borobudur temple compounds,323,Borobudur Temple (Descriptive),20200129
PF-yToyjJ-s,Borobudur temple compounds,452,BOROBUDUR TEMPLE : Wonders of the World ( 4k ULTRA HD ),20181124
qMQCsRqAq-w,Borobudur temple compounds,59,Borobudur | Aerial Indonesia | CNA Insider,20170814
vQs7lLAkaEw,Borobudur temple compounds,19,Borobudur temple aerial footage,20170130
0QFX1PtYWsg,Borobudur temple compounds,133,BOROBUDUR TEMPLE,20181231
z_3QG6Bgrxg,Borobudur temple compounds,160,Tempel  Borobudur Jogyakarta Indonesia Visual Drone,20180209
tBxDrP6AN70,Botanical garden orto botanico padua,169,"Botanical Garden (Orto Botanico), Padua (UNESCO/NHK)",20130326
xDgRY7Z0G5Q,Botanical garden orto botanico padua,1094,The Botanical Garden of Rome - Orto Botanico di Roma 【Video Tour 4k 】,20201104
RvsmSVqy_LY,Botanical garden orto botanico padua,216,Padua Botanical Gardens - UNESCO World Heritage Site,20171015
_AQp_PGZkiI,Botanical garden orto botanico padua,624,Italian Gardens   Orto botanico di Padova HD,20140421
l1XK46hov1o,Botanical garden orto botanico padua,307,Padua Botanic garden,20170216
ZoC7osKhgpc,Botanical garden orto botanico padua,220,Botanical garden of Padua: a journey among plants and men,20180108
KM2zw3B4LuE,Botanical garden orto botanico padua,28,Il volo del drone sull'Orto botanico di Padova,20141029
sH5y_fDD2L8,Botanical garden orto botanico padua,283,Botanical Gardens Drone,20150523
6FJH5eUpdXc,Botanical garden orto botanico padua,456,Orto Botanico Padua.mp4,20110509
M1MG6HAGBXg,Botanical garden orto botanico padua,250,ORTO BOTANICO DI PADOVA - BOTANICAL GARDEN IN PADUA - SITO UNESCO,20201104
MCLFdK7dpcM,Botanical garden orto botanico padua,477,Padova Botanical Garden 🇮🇹 June 2019 / Ботанічний сад м. Падуя (Італія),20191210
XoKqfnpAjPI,Botanical garden orto botanico padua,123,Special Botanical Garden in Northern,20160525
S7ghrBFXMFU,Botanical garden orto botanico padua,880,Botanic garden tour + Family Picnic,20211027
RSkwhbJEyko,Royal botanic gardens kew,616,Top 10 Botanical Gardens In The World!,20180314
oXJdr_hcShY,Botanical garden orto botanico padua,531,botanic garden Singapore,20211025
6OW6HXLHlwo,Botanical garden orto botanico padua,598,Orto Botanico delle Conifere,20201106
D1fVCOwNxDo,Botanical garden orto botanico padua,189,One of the most beautiful Botanic Gardens in Africa,20200126
yLgPyiX7_00,Botanical garden orto botanico padua,200,"Taking You Around Padua, Italy",20161119
ZYpGoj5EmbY,Botanical garden orto botanico padua,336,"University of Padua, Italy",20170614
4k9sxwEnBiE,The prosecco hills of conegliano and valdobbiadene le colline del prosecco di conegliano e valdobbiadene,133,"""LE COLLINE DEL PROSECCO"" - UNESCO HERITAGE",20190707
W_2UDX3T7Lg,Botanical garden orto botanico padua,129,TOP 10 cosa vedere a Padova,20200925
wZkeB-lZ6T4,Botanical garden orto botanico padua,223,"Cosa vedere a Padova, una città sorprendente",20180101
v25cwhpOu0c,Botanical garden orto botanico padua,405,La Cutura - Orto Botanico - Salento - Lecce - Volo d'  Estate - Drone Tour Botanical Garden,20150611
myFoTmJkwqU,Botanical garden orto botanico padua,137,1997   Orto botanico di Padova - Sito UNESCO,20191001
F_lYyrQAg_8,Botanical garden orto botanico padua,122,Two minutes in Padua Botanical Garden,20130603
dFzY27hon58,Botanical garden orto botanico padua,161,The Biodiversity Garden - Botanical Garden of Padova,20131014
uDsxZWuIAJ8,Botanical garden orto botanico padua,125,Padua - Das Welterbe Botanischer Garten,20130824
YUhRUPSLvAM,Botanical garden orto botanico padua,326,In volo sull'Orto Botanico di Padova,20210305
TM67GNn2pKo,Botanical garden orto botanico padua,1568,Magische Gärten.   Botanischer Garten von Padua.,20160408
op0sXqExZF0,Botanical garden orto botanico padua,288,Video Gita d'istruzione Orto Botanico Padova 1C,20150516
_Ui2Wp6Is1Y,Bourges cathedral,119,"Cathédrale Saint-Étienne, Bourges - Drone shot",20210723
6AdiP-5Aw24,Bourges cathedral,218,DEMO DRONE & RONIN EPIC-W : CATHEDRALE DE BOURGES,20181126
MHtOz0vMGcE,Bourges cathedral,106,Bourges by DRONE,20160416
UUGTSzqyoEk,Bourges cathedral,179,Bourges Cathedral (UNESCO/NHK),20130326
Jizd7Vil5Nw,Bourges cathedral,334,"Bourges Cathedral, Bourges, Centre, France, Europe",20140705
TBukGr5c6YU,Bourges cathedral,260,Bourges Cathedral - UNESCO World Heritage Site,20180525
wo8T_4xGuV0,Bourges cathedral,187,"The cathedral of Bourges, France",20130921
Vxs-UWHlswE,Bourges cathedral,134,"BOURGES, au Coeur du Berry (CHER) // DRONE & SOL",20200910
jFeBgoGQZkg,Chartres cathedral,82,Chartres Cathedral - France - 4K 60fps | Drone Music Video | Microsoft Flight Simulator,20210120
Iy2AQG_2fPQ,Bourges cathedral,121,Cathédrale Saint Étienne de Bourges,20201029
um6EFdftQ6M,Bourges cathedral,248,"Cathedral, Bourges, France",20170113
61w0HIZbNnA,Bourges cathedral,66,Conques Drone,20210502
BdEZ96u-jNo,Bourges cathedral,886,Berry  - Bourges et ses environs - Les 100 lieux qu'il faut voir - Documentaire,20200814
HWZZmg_jnPY,Bourges cathedral,333,L'histoire de BOURGES... A toute Berzingue !,20200710
fwpAUBqoOs0,Bourges cathedral,7412,4K Drone View Flying over France from Above | 2 Hours Relaxation Music  | Copyright Free,20201203
lOi1NXk-rU8,Bourges cathedral,166,"Chartres, France: Pure Gothic Cathedral - Rick Steves' Europe Travel Guide - Travel Bite",20150211
7m-Ql_zOB6E,Palace and park of fontainebleau,211,Paris | DJI Mavic Pro Drone Video in 4K,20180112
odw6rIoiJuo,Notre dame cathedral in tournai,316,PARIS VU DU CIEL,20180513
zI_rymP9Ovg,Bourges cathedral,108,Paris COVID-19 Lockdown by drone - le confinement à Paris vu du ciel,20200407
NyonzgvJviA,Paris banks of the seine,247,"Drone River Seine, Paris, France, 4k.",20200407
dNWmqUZRU9s,Bourges cathedral,330,"Drone Empire State Building, Herald Square, Manhattan",20200415
0CrZcZpzG2s,Bourges cathedral,344,"Stained Glass Windows, Cathedral, Bourges, France",20170113
lHQzY-b92_c,Bourges cathedral,167,27 sacristie .Cathédrale de BOURGES LEGO,20201225
FWBa0OBKgIo,Bourges cathedral,221,Cathédrale de Bourges,20141029
CETsJTrX7bg,Bourges cathedral,798,Cathédrale de Bourges,20170306
4V1ZGEKQE2A,Notre dame cathedral in tournai,214,Notre Dame Drone Paris 4k,20200311
92FHbMSwJBY,Bourges cathedral,620,LA CATHÉDRALE DE BOURGES,20180527
4BOVZ3CrCrE,Bourges cathedral,117,Cathédrale de Bourges,20181228
HXowTfopG1A,Bourges cathedral,981,Prise de vue aérienne drone - Cathédrale de Rodez,20171217
P18l-Ty8UYs,Boyana church,577,"Boyana - the pearl of Sofia, filmed with a drone",20190327
1KiH5KFJyeY,Boyana church,530,"UNESCO World Heritage: Boyana Church, a film by Smilen SAVOV",20120402
3SsF7s3PVq8,Boyana church,72,Nu Boyana Studios- Drone footage.,20150427
AWmxsAy6Xyw,Boyana church,177,Boyana Church (UNESCO/NHK),20140520
I-LnmWwylyY,Petjvesi old church,61,Cinematic Church - (Video 4K Drone),20200513
KwnfRiexZtY,University of coimbra  alta and sofia,439,SOFIA ● Bulgaria 【4K】 𝐂𝐢𝐧𝐞𝐦𝐚𝐭𝐢𝐜 𝐃𝐫𝐨𝐧𝐞 [2020],20200320
V3-pvN6feB4,University of coimbra  alta and sofia,180,"Sofia, Bulgaria | Aerial Drone Tour 4K (Capital of Bulgaria)",20210201
3yA8byJHhVg,Boyana church,105,"14 Boyana Church, Sofia, Bulgaria",20181014
KvEvKreIgp4,Boyana church,222,Boyana Church,20170913
_rAydnxNXPs,Boyana church,265,"National Museum of History, Boyana Church Branch - Sofia",20110805
vpR3-yJ0TSQ,Boyana church,526,Boyana Church - The ensemble of Bulgarian Renaissance(1259 – 2019),20200728
l9ErrbmPZYI,Boyana church,483,"Boyana Church (UNESCO), Sofia, Bulgaria -  Free Virtual Guided Tour",20200601
n2rng6Pniq0,Boyana church,721,Sofia - walking the Streets - Vitosha Boulevard Bulgaria София България,20210430
CxwJrzEdw1U,Wulingyuan scenic and historic interest area,3655,Norway 4K - Scenic Relaxation Film with Calming Music,20210109
WWn4lfNQy2s,Boyana church,11843,Dolomites 4K • Amazing Beautiful Nature of Italy Alps with Piano Relaxing 3 hours • Relaxation Film,20210129
lyh2kAjcmSY,West norwegian fjords  geirangerfjord and nryfjord,3342,Russia 4K - Scenic Relaxation Film with Calming Music,20210220
Uu7rcIDDoFQ,Boyana church,172,SOFIA-BULGARIA TOUR IN 4K,20190610
NcBjx_eyvxc,Van nellefabriek,224,Madeira | Cinematic FPV,20201026
6ofY6-VsU5c,Boyana church,370,Super-modern Sofia Bulgaria Metro System: Fantastic Subway Ride,20170611
8K0JagCWcIg,Boyana church,214,5 REAL JESUS CAUGHT ON CAMERA & SPOTTED IN REAL LIFE!,20200702
1duC3kOl-Vc,Boyana church,171,"Boyana Church @ Sofia, Bulgaria 2019",20190721
tbsN-fDHyhc,Boyana church,386,Rila Monastery and Boyana Church Shuttle Bus,20130513
WAj-Io7tmos,Boyana church,498,Sofia City Bulgaria by Drone - Bulgaria Sofia Drone View,20210521
EOMTN-Fg1z0,Boyana church,791,2 UNESCO SITES - Rila Monastery & Boyana Church | Sofia Bulgaria Travel Vlog,20180804
muy8Ut09OPI,Boyana church,1014,Sofia Bulgaria in 4K ULTRA HD Drone,20210212
e3a1w-CoVo8,Boyana church,91,Boyana Church  Sofia  - Bulgaria iulie 2021,20210725
ycm9ZXJzxE4,Boyana church,17,The Boyana Church,20200308
EP554bA60sI,Boyana church,130,BOYANA CHURCH on the UNESCO's List /Bulgaria 2018/,20180920
p5j_ME1LJ-U,Br na binne   archaeological ensemble of the bend of the boyne,133,"Instrumental music-126, Ireland WORLD HERITAGE SITE Archaeological Ensemble of the Bend of the Boyne",20210505
McBKeoNRr0s,Br na binne   archaeological ensemble of the bend of the boyne,186,"Brú na Bóinne, Ireland: Prehistoric Burial Mounds",20120530
2wIYrjg1UsM,Br na binne   archaeological ensemble of the bend of the boyne,295,Gamper & Dadoni ft. DNKR - La La La,20140708
MEO1rSzgoh0,Br na binne   archaeological ensemble of the bend of the boyne,166,Hùg air a Bhonnaid Mhor by Julie Fowlis - May (Solo) Bodhrán,20160525
MmADLNso4Fk,Br na binne   archaeological ensemble of the bend of the boyne,305,"Muireann NicAmhlaoibh, Julie Fowlis, Tejedor, Barry Kerr, Rubén Bada  BBC ALBA: PORT ASTURIAS",20190213
Kt2tf4W-1YA,Br na binne   archaeological ensemble of the bend of the boyne,180,Y2K & Bbno$ - Lalala (ilkan gunuc remix) (Bass Boosted),20191004
M-P4QBt-FWw,Br na binne   archaeological ensemble of the bend of the boyne,240,Alan Walker - Darkside (feat. Au/Ra and Tomine Harket),20180727
m9ezpAUvMC8,Br na binne   archaeological ensemble of the bend of the boyne,151,JONY - Love your voice,20190620
uzAcx8kr6SM,Br na binne   archaeological ensemble of the bend of the boyne,3490,"2014 Rhind Lecture 2: ""The Otherworld Hall on the Boyne"" by Professor John Waddell",20140710
z21eUDLlvC0,Br na binne   archaeological ensemble of the bend of the boyne,196,Brian Boru - LYRICS + Translation - Cécile Corbel,20161026
dDdi6bn06bo,Br na binne   archaeological ensemble of the bend of the boyne,292,Gaelic Folk Song,20100820
jC-CWsQ-KTo,Br na binne   archaeological ensemble of the bend of the boyne,235,"Julie Fowlis - Dh’èirich mi moch, b' fheàrr nach do dh’èirich",20171027
61qjMykJiDI,Br na binne   archaeological ensemble of the bend of the boyne,219,"Annie Hurdy Gurdy ft. Fabis Tunes & Fanny Herbst - Brian Boru's March (Trad.Irish w/ Harp, Bagpipes)",20201122
udxXnAIRRbk,Br na binne   archaeological ensemble of the bend of the boyne,32621,"Nikola Tesla 3 6 9 Code Music with 432 Hz Tuning, Deep Healing Meditation Music",20201207
5K4TIQXCmPQ,Br na binne   archaeological ensemble of the bend of the boyne,246,Téir abhaile 'riú - LYRICS + Translation - Celtic Woman,20180118
Ag99KDfF9Q8,Br na binne   archaeological ensemble of the bend of the boyne,172,Báidín Fheilimí - Traditional Irish Song,20080210
GvRRoDY3Ihg,Br na binne   archaeological ensemble of the bend of the boyne,210,Annie Hurdy Gurdy - Ramund Den Unge (Nordic Folk with hurdy gurdy and nyckelharpa),20210617
9mac9HyMm0U,Br na binne   archaeological ensemble of the bend of the boyne,170,JULIE FOWLIS - O Noble Youth Who Has Left Me (En directo/Live),20130225
F-75Np9yGIA,Br na binne   archaeological ensemble of the bend of the boyne,94,"Puirt à Beul, Scottish mouth music (VOENA's Noa and Gabby)!",20171122
1mrNPDAJpnA,Br na binne   archaeological ensemble of the bend of the boyne,3706,La Belle Mixtape | Sunny Days | Henri Pfr,20140601
GJwBSPxdYOM,Br na binne   archaeological ensemble of the bend of the boyne,593,20 Cool Websites to Visit When You're Bored!,20200424
IRvGZffXhfk,Br na binne   archaeological ensemble of the bend of the boyne,194,ATC - All Around The World (la la la la la la la la),20080619
1C_Mj2MgBeQ,Br na binne   archaeological ensemble of the bend of the boyne,252,The Shores of Loch Bee / The Headlands / The Floggin' Reel,20200408
fQtz0IlFBeE,Br na binne   archaeological ensemble of the bend of the boyne,162,Sailor's Hornpipe - Celtic Girls,20211025
QbMXfvKNnuA,Br na binne   archaeological ensemble of the bend of the boyne,88,Gaelic Song : Bothy Band - Fionnaghuala,20071214
Bnu_mrv2YHc,Br na binne   archaeological ensemble of the bend of the boyne,209,The Dark Island / Chì mi na mòr-bheanna,20211026
DhCp22tIiTc,Br na binne   archaeological ensemble of the bend of the boyne,182,Naughty Boy - La La La ft. Sam Smith (K Theory Remix),20140813
Y9thuZW5e_o,Br na binne   archaeological ensemble of the bend of the boyne,249,The Athol Gathering: The Arthol Gathering/Donald MacLeod Reel,20150828
-PumKtawDMU,Br na binne   archaeological ensemble of the bend of the boyne,180,The Humours Of Tulla REVISITED - a reel in D Major tabbed for mandolin and played by Aidan Crossey,20211027
KO5uWcITVlI,Braslia,377,【4K】Drone Footage | Brasilia - Capital of Brazil 2019 .:: Cinematic Aerial Film | Catedral Garrincha,20190525
859Wg4tOeok,Braslia,183,4K Drone Footage BRASILIA [DJI Phantom 4],20180105
jMqdNZ9GGC4,Braslia,273,"brasilia 4k - brasilia city tour , brazil",20210520
pERJXgobM5E,Braslia,5032,【4K】Drone Relax Travel Video | 83 Minutes in Nordeste do Brasil from Above - BRAZIL 2020,20200510
OMor3aBxvQY,Braslia,234,Brasília Drone 2019,20190210
6kW0U6BEHuw,Braslia,210,Brasília Drone (cidade incrível!),20210208
gwymOUJ6u6k,Braslia,223,Recife Vista do Alto,20210430
DJJ8aU1w72I,Braslia,3227,【4K】Drone Footage | Brasilia X Belo Horizonte X All Around | BRAZIL 2019 ..:: Cinematic Aerial Film,20190615
QGuR9qTVkKI,Braslia,160,Brasilia by drone,20180831
ZVYqOIi7oZI,Braslia,677,Brasília capital do Brasil (Drone Mavic 2 DJi 4k),20200626
w95p6f20ITU,Braslia,96,Amazonas - Drone - Brasil - Spark,20201110
ftUBjIGK3fU,Rio de janeiro carioca landscapes between the mountain and the sea,194,"Rio de Janeiro, Brazil. Travel Film 2021 [Drone 4k] aerial view tour",20210329
LCFuod8yq0c,Braslia,2481,【4K】Drone Footage | Brazil in 40 Minutes - 12 Most Amazing Places .:: Cinematic Aerial Film | Brasil,20190517
uhcocK-td5E,Historic centre of the town of diamantina,7998,【4K】Drone Footage | The Beauty of Brazil in 2¼ Hours 2019 | Cinematic Aerial Rio Sao Paulo BRASIL,20190613
LA9ybU0-olk,Pampulha modern ensemble,334,【4K】Drone Footage | Belo Horizonte - Capital of Minas Gerais | BRAZIL 2019 .:: Cinematic Aerial Film,20190601
bzrpgj1i-pg,Braslia,360,【4K】Drone Footage | BRAZIL - A country like no other..:: Cinematic Aerial Film | Brasil 2019,20190428
-h2DNj-QaYY,Historic centre of salvador de bahia,201,4K Drone Footage SAO PAULO [DJI Phantom 4],20180108
rPJ0q1j8n6U,Historic centre of the town of diamantina,186,Rio De Janeiro Travel Film [4K],20180409
QRo1xlVDY0k,Braslia,611,10 Extraños Descubrimientos En La Selva Amazónica,20210302
Qo2oU_6bYaU,Pantanal conservation area,684,"AMAZÔNIA - Viagem pela Floresta Amazônica, Brasil | 4K Ultra HD",20181222
AJNUWll8yyw,Colchic rainforests and wetlands,243,Exploring the Amazon Rainforest in Peru,20170704
EEmTrVA_5Y4,Braslia,289,Coming Soon!!! - Brasilia,20181008
pfqC8YgcH2I,Braslia,361,Drone MJX B16 PRO 4K Brasil,20210710
3nFYvN9gsg8,Braslia,242,【4K】Drone Footage | ESTADIO NACIONAL DE BRASILIA MANE GARRINCHA ..:: Spectacular Arenas 2019,20190112
41Pa82bjHR0,The sundarbans,212,"Dhaka ,  Bangladesh 🇧🇩 4K by drone Travel",20211028
P5og35e7zHs,Braslia,10574,"【4K】🇧🇷🌴 DRONE FILM: «I Love You, Brasil 💚💛» 🔥🔥🔥 Ultra HD 🎵 Lo-Fi Chillout Music",20210814
Fa9GKGEEFm4,Braslia,427,Brasilia by Drone,20190813
nOe9asrIMtA,Braslia,668,SOUTH BRAZIL 🇧🇷 4K Drone Região Sul do Brasil,20201130
C2Hsb5GkZqc,Braslia,188,Brasília Drone 2018,20180514
m8fZeZTN0TE,Braslia,167,Welcome to Brasilia - Brazil's Capital City from Above in High Definition,20140523
ebrbTgqevWY,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,61,Leticia #MyOceanPledgeBrazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,20170602
wF-Hdi0ciXU,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,308,Fernando de Noronha Island  Brazil,20130226
mBT5zK-FqvA,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,31,Maurinio & Godoy  #MyOceanPledge Brazilian Atlantic Islands: Fernando de Noronha and ...,20170602
LKMf8KyKpqE,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,786,True Paradise! - Fernando de Noronha - Morten's South America Vlog Ep. 19,20181121
ojocqLBR-DQ,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,398,Fernando de Noronha - Paradise Island in Brazil,20171212
bK_5txUP5ww,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,186,"A wonderful trip to Fernando de Noronha, the Brazilian Paradise (4k)",20161107
stdlJxrcpTk,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,329,Fernando de noronha JaegerBresil,20130719
1H-FzYPzRkM,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,57,Fernando de Noronha e Atol das Rocas,20080608
AUdWTG77kbE,Heard and mcdonald islands,456,Madeira - Amazing island in the Atlantic Ocean - Drone view in 4K,20210531
LHAAryuJeJM,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,322,"Fernando de Noronha, Brazil - Pitstop for Sailors Crossing the Atlantic",20201010
ZvqJAxCVY-A,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,91,"Fernando de Noronha, um paraíso ameaçado",20210929
24gNdKj8M_c,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,61,41 anos - REBIO Atol das Rocas,20200820
uzf8wJLUtko,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,239,Fernando de Noronha: A ilha dos Sonhos,20161106
9L4MQ7FRUaI,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,197,Discover the underwater beauty of the Azores with National Geographic’s Pristine Seas expedition,20191122
VDvBWqKIqL4,Old town of vila with its extra muros churches,484,por trás das telas,20211018
BEEuEa0QQVQ,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,197,อีกไม่นาน นานแค่ไหน - Getsunova x Three Man Down feat. พระมหาไพรวัลย์ [Official Visualizer],20211021
QJVo8g4obcc,Mill network at kinderdijk elshout,85,Em,20210516
W9e46-85s9s,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,170,Ay mi madre que HERMOSO BAILA la CHICA VIRAL de FACEBOOK y TIKTOK 💃,20210524
-FotxGZaExU,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,34,ELIDOR X EBRAR KARAKURT #DedimOlabilir,20210921
yVLIvrROyNg,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,217,Atol da Rocas & Fernando de Noronha,20090501
OPAJ8Hjm71k,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,116,Fernando de Noronha - Baia dos Porcos - Imagens Aéreas (DRONE),20161227
fY7UaSZMUas,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,208,Atol das Rocas,20200623
Kt_CXFQJFz8,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,71,Fernando de Noronha - Praia do Porto - Por Levy Pedroza,20170203
8s3JOiSE0c0,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,912,Fernando de Noronha 2018 - Drone,20180701
yWigUt9brM4,Paraty and ilha grande   culture and biodiversity,249,Ilha Grande | Drone | Diving | Surfing in Brazil - Rio de Janeiro | Best shots,20171222
VyZ5StpHL9w,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,115,Fernando de Noronha - Morro 2 irmãos,20170202
8rvNa62Sncg,Brazilian atlantic islands fernando de noronha and atol das rocas reserves,623,Atol das Rocas: um paraíso que você não vai conhecer!,20210608
SopMwj9DAZw,Brimstone hill fortress national park,143,"Drone flights over Brimstone Hill Fortress, St Kitts, Eastern Caribbean",20150331
SCrlLBMVGzs,Brimstone hill fortress national park,1733,Brimstone Hill Fortress in 4K UltraHD,20150624
TQSvtwmbnzI,Brimstone hill fortress national park,125,"Brimstone Hill, St. Kitts",20160424
vZM9xvXZ22Y,Brimstone hill fortress national park,51,Saint Kitts Brimstone Hill Fortress National Park & views.,20180121
cdTT-QOkugw,Brimstone hill fortress national park,267,Brimstone Hill Fortress National Park - Brimstone view guest apartments,20200721
bTmILYvqe70,Brimstone hill fortress national park,309,"St Kitts, Caribbean. Brimstone Hill Fortress",20171118
cDH8EKrWUEo,Brimstone hill fortress national park,299,"Brimstone Hill Fortress National Park in St. Kitts, Saint Kitts and Nevis",20190605
O9sAI070G7o,Brimstone hill fortress national park,164,Brimstone Hill Fortress National Park - St. Kitts and Nevis,20200417
-WsJwyB5C1A,Brimstone hill fortress national park,207,St. Kitts - Brimstone Hill Fortress National Park HD (2013),20140101
DD57e0KQx3E,Brimstone hill fortress national park,265,【4K】Drone Footage | Saint Kitts and Nevis - Follow your Heart 2019 ..:: Cinematic Aerial Film,20190429
ZZFjPCHpt9Q,Brimstone hill fortress national park,718,"Brimstone Hill Fortress & Black Rocks Beach, St. Kitts | Vlog 16",20200330
KdVHDLabdYA,Brimstone hill fortress national park,11,Brimstone Hill Fortress National Park Tour,20160806
PFUInFKFzqE,Brimstone hill fortress national park,727,ST KITTS | DON'T MISS THESE THINGS TO DO | TRAVEL GUIDE,20190220
dfaA46Ly61c,Brimstone hill fortress national park,1398,"The truth about living in Boulder, Colorado",20201103
HegrJ-wZ1kQ,Brimstone hill fortress national park,238,St. Kitts Best Beaches,20160812
_E4ZtRbcvTI,Brimstone hill fortress national park,190,【4K】Drone Footage | Basseterre - Capital of Saint Kitts and Nevis 2019 ..:: Cinematic Aerial Film,20190529
EgQBwSZomWg,Brimstone hill fortress national park,90,7 Top Things to Do in St. Thomas,20160909
W6Y2Rcrj56k,Brimstone hill fortress national park,343,Brimstone Hill Fortress National Park St Kitts Royal Caribbean Excursion,20170316
09cZXYzMR3E,Brimstone hill fortress national park,343,Brimstone Hill Fortress St  Kitts,20190429
8FfIAFXvMpw,Brimstone hill fortress national park,202,"History With a View at Brimstone Hill Fortress - St. Kitts, Caribbean - on Voyage.tv",20100509
HioWICKz-gU,Brimstone hill fortress national park,5667,【4K】Drone RAW Footage | This is SAINT KITTS AND NEVIS 2020 | Basseterre & More | UltraHD Stock Video,20200311
TwVZn86HNpk,Brimstone hill fortress national park,240,Excavation at Orillon Bastion Southern Cemetary,20110830
Alww44Vhjm0,Brimstone hill fortress national park,279,"Fit & Fearless Run at Brimstone Hill Fortress National Park, St. Kitts",20121003
sA7EbJQQRPo,Brimstone hill fortress national park,634,Drive to Brimstone Hill Fortress,20210726
DnO967fj1tE,Brimstone hill fortress national park,654,Brimstone Hill Fortress and Frigate Bay - St Kitts,20170906
fDjODC4DNBo,Brimstone hill fortress national park,108,"Brimstone Hill Fortress, St. Kitts and Nevis",20150329
0d-AU2hwDDk,Bronze age burial site of sammallahdenmki,239,Bronze Age Burial Site of Sammallahdenmäki - UNESCO World Heritage Site,20180903
yAARMjBnQyY,Bronze age burial site of sammallahdenmki,226,"Sammallahdenmäki Bronze Age burial site - Rauma, Finland",20200830
cVy3radDnPc,Bronze age burial site of sammallahdenmki,78,"MENTAL EXPLORATION 339 -- Bronze Age Burial Site of Sammallahdenmäki, Finland",20210206
dRuwK5Lah-g,Bronze age burial site of sammallahdenmki,57,"Sammallahdenmäki

Bronze Age UNESCO's World Heritage",20171024
fZFER102OSY,Bronze age burial site of sammallahdenmki,1743,Bronze Age Human Remains from Finland,20200109
IzZR0EBUJ4g,Bronze age burial site of sammallahdenmki,60,Sammallahdenmäki,20200707
0LZU_Ug-T58,Bronze age burial site of sammallahdenmki,84,Sammallahdenmäki,20210516
uam9_Fhnhi8,Bronze age burial site of sammallahdenmki,298,"Kuusiston Piispanlinna, Kaarina  Finland / Drone 4K",20201028
umRs1sJTkK4,Bronze age burial site of sammallahdenmki,131,Bronze Age's Circle Features on Ancient Coast in Finland,20190505
-VEZsSl2tos,Bronze age burial site of sammallahdenmki,877,Bronze   Iron   Roman Age Video,20111112
s_6lJodHadA,Bronze age burial site of sammallahdenmki,157,Miller's Grave. Midgley Moors. Halifax,20210828
-ErTK2WF_FM,Bronze age burial site of sammallahdenmki,110,Teijo Kansallispuisto - Kariholma esteetön luontopolku (600m),20200615
PTBkgnx_MSA,Bronze age burial site of sammallahdenmki,696,Scientists Found This On A Beach In Mexico That Helped Solve An Old Mystery,20210519
PkKcWn18Xz8,Bronze age burial site of sammallahdenmki,1573,Arto Lauri 253 Sammallahdenmäki,20200302
2WezYyOdiMU,Bronze age burial site of sammallahdenmki,811,GORGEOUS! Suomenlinna Helsinki Finland Sea Fortress! - Helsinki Travel Guide,20170927
ClTTonuITrE,Skogskyrkogrden,1912,Stockholm by drone (30 min long),20170807
